N°,Data,ID,Postagem,Emojis da Postagem,PRU/Não-PRU,Tipo,Analise de Sentimento,Artefato
166,Wed Mar 13 18:47:11 +0000 2019,1105903146897952776,twitter novo rsrs ❤,❤(1),Não-PRU,,,Twitter for Android
167,Wed Mar 13 18:26:54 +0000 2019,1105898041540784129,{User} Primeiro Twitter legal que vc posta ❤️,❤(1),Não-PRU,,,Twitter for iPhone
168,Wed Mar 13 18:26:47 +0000 2019,1105898013485162502,Twitter novo 😏😂,😏(1)😂(1),Não-PRU,,,Twitter Web App
169,Wed Mar 13 17:42:26 +0000 2019,1105886851779514368,Twitter novo me sigam pessoas😆😆😆,😆(3),Não-PRU,,,Twitter for Android
170,Wed Mar 13 17:13:48 +0000 2019,1105879646657224704,Estive a ler o meu antigo TwitterLindo😂,😂(1),Não-PRU,,,Twitter for Android
171,Wed Mar 13 16:29:00 +0000 2019,1105868369994149889,meu twitter novo é {User} quem poder dar retweet e seguir fico mt agradecido 🤙🏻🤙🏻 n vo mais usar esse.,🤙(2),Não-PRU,,,Twitter for iPhone
172,Wed Mar 13 16:07:32 +0000 2019,1105862968162598912,twitter novo ❤😴,❤(1)😴(1),Não-PRU,,,Twitter for Android
173,Wed Mar 13 13:35:22 +0000 2019,1105824674620035073,todo ano o nicolas cria um twitter novo 😪,😪(1),Não-PRU,,,Twitter for Android
174,Wed Mar 13 05:32:47 +0000 2019,1105703229847994368,Twitter novo                                 Vida nova...rsrs  Hackearam o meu com quase 5k 😰,😰(1),Não-PRU,,,Twitter for iPhone
175,Wed Mar 13 03:54:28 +0000 2019,1105678487652847617,"Me ajudem a bombar esse twitter novo dou um bjo na boca de cada um, prometo kkkkk 🤣🤭 #QuartaEliteDoSDV",🤣(1)🤭(1),Não-PRU,,,Twitter Web App
176,Wed Mar 13 03:20:00 +0000 2019,1105669814864039936,Twitter novo muito chato🤨,🤨(1),PRU,Crítica,Negativa,Twitter for Android
177,Wed Mar 13 03:07:27 +0000 2019,1105666652979580928,Twitter novo é um saco😑🙄,😑(1)🙄(1),PRU,Crítica,Negativa,Twitter for Android
178,Wed Mar 13 02:28:55 +0000 2019,1105656958336622592,"Primeira fotinha no meu twitter novo, eu e minha frô 🌹 {URL}",🌹(1),Não-PRU,,,Twitter for iPhone
179,Wed Mar 13 02:25:32 +0000 2019,1105656104875225089,Twitter novo prq eu esqueci a senha do outro 😅🤭,😅(1)🤭(1),Não-PRU,,,Twitter for Android
180,Wed Mar 13 01:55:13 +0000 2019,1105648475402850305,Twitter novo rapaziada ! ✌️,✌(1),Não-PRU,,,Twitter for Android
181,Wed Mar 13 01:44:42 +0000 2019,1105645829405270017,"Twitter novo, perdi o antigo ({User}) 🤪",🤪(1),Não-PRU,,,Twitter for Android
182,Wed Mar 13 01:40:52 +0000 2019,1105644863696052224,Novo Twitter novo começo 😂,😂(1),Não-PRU,,,Twitter for iPhone
183,Wed Mar 13 01:08:37 +0000 2019,1105636750116995072,"{User} Finalmente seguindo esse Twitter novo, que toda vez esquecia de seguir kkk 💖💖",💖(2),Não-PRU,,,Twitter for iPhone
184,Wed Mar 13 00:23:15 +0000 2019,1105625332126760966,Fazendo um Twitter novo 🤷🏻‍♀️,🤷(1)♀(1),Não-PRU,,,Twitter for Android
185,Tue Mar 12 23:28:01 +0000 2019,1105611433948123136,Já que é Twitter novo.. 😆 {URL},😆(1),Não-PRU,,,Twitter for Android
186,Tue Mar 12 22:59:12 +0000 2019,1105604182512418816,Twitter  novo ✌️,✌(1),Não-PRU,,,Twitter for Android
187,Tue Mar 12 22:48:54 +0000 2019,1105601587031040003,"{User} {User} {User} eu acho o Twitter lindo porque nele encontramos ""especialistas em mecânica e equilíbrio"" 😂",😂(1),Não-PRU,,,Twitter for Android
188,Tue Mar 12 22:47:27 +0000 2019,1105601223938445312,Twitter Novo ... 😎😘,😎(1)😘(1),Não-PRU,,,Twitter for Android
189,Tue Mar 12 22:34:44 +0000 2019,1105598022946357248,Twitter novo 😉😉,😉(2),Não-PRU,,,Twitter Web App
190,Tue Mar 12 22:29:05 +0000 2019,1105596600154574850,Vamos de Twitter Novo 🎶🎶🎵🕪🕪,🎶(2)🎵(1),Não-PRU,,,Twitter for Android
191,Tue Mar 12 22:22:22 +0000 2019,1105594912760885249,"Quanto tempo não fico no Twitter direto,  saudades💕Vou voltar, mas as vezes me da preguiça de ler tantos tweets kkkkkkkk",💕(1),Não-PRU,,,Twitter for Android
192,Tue Mar 12 22:15:32 +0000 2019,1105593192559374337,Twitter novo raaapaziada perdir a senha do outro 😢😡,😢(1)😡(1),Não-PRU,,,Twitter for Android
193,Tue Mar 12 22:13:31 +0000 2019,1105592684885041152,Twitter novo meus amigos;#buenas#notches{User}🏌️,🏌(1),Não-PRU,,,Twitter for Android
194,Tue Mar 12 21:53:14 +0000 2019,1105587579209031680,Carinha no banco na minha frente no ônibus tá usando Twitter bom o tema branco. Quanto amadorismo 😈,😈(1),PRU,Crítica,Neutra,Twitter Web App
195,Tue Mar 12 19:31:56 +0000 2019,1105552018486235137,"OI TWITTER LINDO ,🤩",🤩(1),Não-PRU,,,Twitter for Android
196,Tue Mar 12 16:24:39 +0000 2019,1105504890028285953,Twitter Novo e horrível  🙄,🙄(1),PRU,Crítica,Negativa,Twitter for Android
197,Tue Mar 12 15:36:56 +0000 2019,1105492882310483968,Twitter novo pq o outro foi bloqueado 🤙,🤙(1),Não-PRU,,,Twitter for Android
198,Tue Mar 12 15:32:48 +0000 2019,1105491839845613571,"Odeio Twitter novo, não aparece nada de bom 😂",😂(1),PRU,Crítica,Negativa,Twitter for Android
199,Tue Mar 12 13:14:43 +0000 2019,1105457092499042310,{User} {User} Me ajuda Divulga meu Twitter novo 🙏🙏 ficarei muito agradecido 🙏🇧🇷🇧🇷❤️,🙏(3)❤(1),Não-PRU,,,Twitter for Android
200,Tue Mar 12 13:04:53 +0000 2019,1105454614290329600,"{User} {User} 😂😂😂😂 Ana Júlia eu amo seu twitter, bom dia flor do dia 😘",😂(4)😘(1),Não-PRU,,,Twitter for iPhone
201,Tue Mar 12 13:04:15 +0000 2019,1105454457498857474,"{User} {User} Feliz aniversário, Ana!! Muita luz e amor no seu caminho ✨♥️",✨(1)♥(1),Não-PRU,,,Twitter for iPhone
202,Tue Mar 12 12:27:46 +0000 2019,1105445273638187009,e horrível fazer twitter novo😏,😏(1),PRU,Crítica,Negativa,Twitter for Android
203,Tue Mar 12 11:58:34 +0000 2019,1105437928472350722,"É tão bom ter amigos no twitter, bom dia à todos! 💛",💛(1),Não-PRU,,,Twitter Web Client
204,Tue Mar 12 11:52:29 +0000 2019,1105436396460875778,"Bom dia BrasilBom dia TwitterBom dia meu povoAcordei, mais não recomendo 🤗#TercaDetremuraSDV",🤗(1),Não-PRU,,,Twitter Web App
205,Tue Mar 12 11:37:00 +0000 2019,1105432499122044928,Twitter novo.😘🤣😍,😘(1)🤣(1)😍(1),Não-PRU,,,Twitter for Android
206,Tue Mar 12 09:50:28 +0000 2019,1105405690791804928,Twitter novo 😉😘,😉(1)😘(1),Não-PRU,,,Twitter for Android
207,Tue Mar 12 07:52:47 +0000 2019,1105376075071320064,Twitter novo na sena ✌,✌(1),Não-PRU,,,Twitter for Android
208,Tue Mar 12 03:25:22 +0000 2019,1105308777455194113,"#TercaDetremuraSDV Twitter novo, amizades novas 😀",😀(1),Não-PRU,,,Twitter Web Client
209,Tue Mar 12 02:56:05 +0000 2019,1105301406217658368,Rapaziada Twitter novo bloquearam o meu antigo 💔😭,💔(1)😭(1),Não-PRU,,,Twitter for iPhone
210,Tue Mar 12 02:23:35 +0000 2019,1105293229208014848,Twitter novo pq hackearam o antigo. 🤬🤬,🤬(2),Não-PRU,,,Twitter Web Client
211,Tue Mar 12 01:32:47 +0000 2019,1105280444667445248,Twitter novo galera o outro foi bloqueada 😪,😪(1),Não-PRU,,,Twitter for Android
212,Tue Mar 12 00:25:30 +0000 2019,1105263512723640321,Que Twitter lindo.😉 {URL},😉(1),PRU,Elogio,Positiva,Twitter for Android
213,Mon Mar 11 23:25:35 +0000 2019,1105248434263654400,{User} {User} Bom retorno fera. Abraço e bem vindo a 2019 (de fato) 😁👍,😁(1)👍(1),Não-PRU,,,Twitter for Android
214,Mon Mar 11 23:18:41 +0000 2019,1105246695661686784,Twitter Novo 😘,😘(1),Não-PRU,,,Twitter for Android
215,Mon Mar 11 22:54:12 +0000 2019,1105240533348335621,Twitter Novo.😊,😊(1),Não-PRU,,,Twitter Web App
216,Mon Mar 11 21:39:14 +0000 2019,1105221669600329728,{User} Kkkk 😂 Sra Crazy que Twitter louco... Kkk 😂 😂 Fala de FAKE NEWS e escreve uma. Chamar a família do nosso pr… {URL},😂(3),Não-PRU,,,Twitter for Android
217,Mon Mar 11 20:49:55 +0000 2019,1105209257367142402,"Segue aí rapaziada, Twitter novo vamos na colaboração😉🙏",😉(1)🙏(1),Não-PRU,,,Twitter for Android
218,Mon Mar 11 18:41:16 +0000 2019,1105176881144451074,Twitter novo . 😜,😜(1),Não-PRU,,,Twitter for Android
219,Mon Mar 11 18:39:56 +0000 2019,1105176544643817472,Twitter novo😋😉,😋(1)😉(1),Não-PRU,,,Twitter Web App
220,Mon Mar 11 17:59:36 +0000 2019,1105166397968142336,Twitter novo Rapaziada!😃😉,😃(1)😉(1),Não-PRU,,,Twitter for Android
221,Mon Mar 11 17:03:37 +0000 2019,1105152308059484162,TIVE Q FAZER TWITTER NOVO POIS PERDI O OUTRO😣.,😣(1),Não-PRU,,,Twitter for Android
222,Fri Mar 22 16:30:10 +0000 2019,1109130154104758273,{User} Momento do twitter ter um emoji de reação diferente 😡,😡(1),PRU,Crítica,Negativa,Twitter for Android
223,Fri Mar 22 14:32:01 +0000 2019,1109100424202764288,Geral do twitter bem que podia cooperar... Verda Master🦁hahahaha,🦁(1),Não-PRU,,,Twitter Web Client
224,Fri Mar 22 13:59:23 +0000 2019,1109092208337186817,"Nossa , queria falar tanta coisa no Twitter mais nao posso 🤔",🤔(1),PRU,Dúvida,Negativa,Twitter for Android
225,Fri Mar 22 13:57:33 +0000 2019,1109091749299974145,"{User} amor eu tava c uma saudadiiiii d ti no twitter!!!! Bom dia, bem vinda d novuuu, senti a tua falta 💖",💖(1),Não-PRU,,,Twitter for Android
226,Fri Mar 22 13:19:48 +0000 2019,1109082247922139136,{User} {User} Bom dia Patty linda 😘💜 saudades.,😘(1)💜(1),Não-PRU,,,Twitter for Android
227,Fri Mar 22 12:17:44 +0000 2019,1109066629487443968,Olha minha família tudo no Twitter gente 😏,😏(1),Não-PRU,,,Twitter for Android
228,Fri Mar 22 10:45:30 +0000 2019,1109043416313274370,{User} Twitter???? Facebook rei das redes sociais 😍😍,😍(2),Não-PRU,,,Twitter for iPhone
229,Fri Mar 22 08:12:04 +0000 2019,1109004806079827969,Obrigado Twitter mais uma vez por me teres avisado que não tenho escola e assim não tenho de ir a escola ver 🙏,🙏(1),PRU,Elogio,Positiva,Twitter for Android
230,Fri Mar 22 04:14:18 +0000 2019,1108944967165079554,O bom de curtir o Twitter mais de madrugada é que 1 ninguém tá nem aí 2 ninguém te perturba e 3 repete 1 e 2 ✌🏻,✌(1),PRU,Elogio,Positiva,Twitter for iPhone
231,Fri Mar 22 02:12:09 +0000 2019,1108914227220234240,"Queria tanto chega em casa e me desliga do mundo , mexe no insta, ver o twitter... Mais eu continuo trabalhando só que pelo celular 🤦",🤦(1),Não-PRU,,,Twitter for Android
232,Fri Mar 22 01:44:48 +0000 2019,1108907345340522497,#DireitaUnida #DireitaSegueDireita sacaneado pelo Twitter mais voltei.😂😂😂😂😂,😂(5),PRU,Crítica,Negativa,Twitter for Android
233,Fri Mar 22 01:34:31 +0000 2019,1108904760109862912,"Gente Passei uns dias sem entrar no Twitter,mais voltei!😂   Energias positivas pra Elana nessa prova do Líder.🙇☀❤ #BBB19",😂(1)🙇(1)☀(1)❤(1),Não-PRU,,,Twitter for Android
234,Fri Mar 22 00:36:57 +0000 2019,1108890270769340416,"Geral pedindo namorada no twitter, gente vcs estão na rede social errada !A Jéssika tá no Tinder 😂😂😂",😂(3),PRU,Comparação,Neutra,Twitter for Android
235,Thu Mar 21 23:36:21 +0000 2019,1108875019264950273,"O dia todo sem falar com meu neném ,me bloqueou no whatss no twitter bem triste estou 😞",😞(1),Não-PRU,,,Twitter for Android
236,Thu Mar 21 22:27:54 +0000 2019,1108857794390880258,"Vamos ajudar os amigos a chegaram a mil seguidores!! Twitter bom demais, recomendo! 👊👊⚫️⚪️ {URL}",👊(2)⚫(1)⚪(1),PRU,Elogio,Positiva,Twitter for iPhone
237,Thu Mar 21 22:01:59 +0000 2019,1108851272839397376,Sou a Única pessoa que em pleno século 21 não tinha Twitter!??? Gente se eu fizer algo de errado relevem!!! Recém chegada!!👎🏼🤷🏻‍♀️😰🤦🏻‍♀️,👎(1)🤷(1)♀(2)😰(1)🤦(1),Não-PRU,,,Twitter for iPhone
238,Thu Mar 21 20:06:23 +0000 2019,1108822181851602944,Mona choxada me Bloqueou    no Twitter mais no mensage fica vendo tudo que eu posto ainda kkkkkk😂😂😚,😂(2)😚(1),Não-PRU,,,Twitter Web App
239,Thu Mar 21 19:02:41 +0000 2019,1108806149363716096,VÔLEI 🏐 | VôlElenco do Vôlei Ribeirão participa de ação no Fundo Social.🔶 Leia em {URL}🔶 Foto:… {URL},🏐(1)🔶(2),Não-PRU,,,Twitter for Android
240,Thu Mar 21 19:02:27 +0000 2019,1108806093420064769,"Galera vive postando coisa aqui no Twitter, mais à realidade é totalmente outra... eu ein 🙄",🙄(1),Não-PRU,,,Twitter for iPhone
241,Thu Mar 21 18:06:24 +0000 2019,1108791984951644162,{User} que Twitter mais fofo!!!😔✊,😔(1)✊(1),PRU,Elogio,Positiva,Twitter for Android
242,Thu Mar 21 18:02:28 +0000 2019,1108790994944868352,"O que são os trends do Brasil aqui no Twitter?! Gente socorro, que vergonha, não sei como vou fazer quando voltar em um mês 😱",😱(1),Não-PRU,,,Twitter for Android
243,Thu Mar 21 17:12:20 +0000 2019,1108778381359882240,"Vou ficar aqui no Twitter, Facebook tem cada merda.💩😦",💩(1)😦(1),Não-PRU,,,Twitter for Android
244,Thu Mar 21 17:01:48 +0000 2019,1108775728336814080,Aquela**** JÁ PASSOU DA HORA DO {User}  TER OPÇÃO DE EDITAR O TWEET VIU?! 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,🤦(3)♀(3),PRU,Crítica,Negativa,Twitter for iPhone
245,Thu Mar 21 16:42:59 +0000 2019,1108770995077304320,"Comunicar de forma organizada, correta e lucrativa é mais do que necessário..💡 FollowX Comunicação💻… {URL}",💡(1)💻(1),Não-PRU,,,Twitter for Android
246,Thu Mar 21 15:59:25 +0000 2019,1108760029824540677,Obrigada twitter mais uma vez 😊 {URL},😊(1),PRU,Elogio,Positiva,Twitter for Android
247,Thu Mar 21 12:29:42 +0000 2019,1108707252150697985,{User} {User} Bom dia!💕Que a liberdade de asas aos nossos sonhos e entre acertos e erros possamos construir… {URL},💕(1),Não-PRU,,,Twitter for Android
248,Thu Mar 21 12:25:21 +0000 2019,1108706155998662657,Estranho o Twitter ter dado problema às vésperas de uma manifestação e basicamente com usuários de esquerda 🤔 {URL},🤔(1),PRU,Dúvida,Neutra,Twitter for iPhone
249,Thu Mar 21 09:22:25 +0000 2019,1108660120374988800,"""Twitter mais morto que o meu, não Existe"" 💔",💔(1),Não-PRU,,,Twitter for Android
250,Thu Mar 21 09:07:38 +0000 2019,1108656400589352960,A cada dia mais apaixonada pelo Twitter.... bem que a Rosely me falou que é viciante! ❤️,❤(1),PRU,Elogio,Positiva,Twitter for iPhone
251,Thu Mar 21 08:11:24 +0000 2019,1108642247581536256,"{User} {User} {User} 👥quer 4 milhões na rua {User} manda o Moro ligar o foda-se, arrumar um twi… {URL}",👥(1),Não-PRU,,,Twitter for Android
252,Thu Mar 21 05:39:20 +0000 2019,1108603980605804545,Vou começar a usar o Twitter mais vezes.. 😴,😴(1),PRU,,,Twitter Web App
253,Thu Mar 21 04:18:51 +0000 2019,1108583725309272066,"eu ainda n superei o twitter ter bloqueado minha antiga conta, q eu usava ela há anos 🙄",🙄(1),PRU,Crítica,Negativa,Twitter for Android
254,Thu Mar 21 03:44:29 +0000 2019,1108575079426936832,{User} 😅 Atualizei o Twitter. Mais parece que fez foi aumentar os bug.,😅(1),PRU,Crítica,Negativa,Twitter for Android
255,Thu Mar 21 02:10:47 +0000 2019,1108551497158135809,Boa noite galera Dei uma sumida do twitter Mais to de volta 😀,😀(1),Não-PRU,,,Twitter for Android
256,Thu Mar 21 01:57:13 +0000 2019,1108548081627336704,"Ela tem até Instagram, Twitter, Facebook, Foi, Big Cartel e YouTube.❤❤❤",❤(3),Não-PRU,,,Twitter for Android
257,Thu Mar 21 01:15:52 +0000 2019,1108537678746869767,"Adotamos, quero esse twitter bem florido aeris 🌸🌸🌸 {URL}",🌸(3),Não-PRU,,,Twitter for Android
258,Wed Mar 20 23:39:37 +0000 2019,1108513454002982913,O jeito vai ser trancar o twitter gente. Pq ela não para 😫,😫(1),Não-PRU,,,Twitter for Android
259,Wed Mar 20 21:29:18 +0000 2019,1108480659943837696,"Em breve será twitter, Facebook, status de WhatsApp falando da Lua.... Estou só aguardando 🕛",🕛(1),Não-PRU,,,Twitter for Android
260,Wed Mar 20 21:04:10 +0000 2019,1108474332982984704,{User} {User} Alguém faz o {User} usar o Twitter mais e ficar me amando assim igual vocês dois ❤️🥰 mt lindos aff não sei lidar,❤(1),Não-PRU,,,Twitter for iPhone
261,Wed Mar 20 19:13:09 +0000 2019,1108446398092058626,"Vamos nos esforçar para tornar o Twitter mais honesto, seguro e um lugar melhor 😉 {URL}",😉(1),Não-PRU,,,Twitter for iPhone
262,Wed Mar 20 18:22:22 +0000 2019,1108433614474219522,"{User} Eu abri o Twitter mais cedo e bati de frente , veio logo vc na cabeça 😂😂😂",😂(3),Não-PRU,,,Twitter for Android
263,Wed Mar 20 16:37:34 +0000 2019,1108407244285247489,"Sexta feira tem SEX QUESTION no sexshop! E aí, já segue a gente no twitter? Bem vinde. ♥ — Já sim, melhor sex shop… {URL}",♥(1),Não-PRU,,,Twitter for Device not cataloged
264,Wed Mar 20 15:14:01 +0000 2019,1108386214682550274,Um poema pra deixar o Twitter mais feliz! 😅 {URL},😅(1),PRU,Sugestão,Positiva,Twitter for iPhone
265,Wed Mar 20 15:12:13 +0000 2019,1108385764293988352,Para deixar o Twitter mais bonito...😅 {URL},😅(1),PRU,Sugestão,Positiva,Twitter for iPhone
266,Wed Mar 20 14:41:57 +0000 2019,1108378145542025218,{User} o twitter mais verdadeiro que vi hoje 💔,💔(1),Não-PRU,,,Twitter for Android
267,Wed Mar 20 12:45:41 +0000 2019,1108348885234315267,"Os miúdos tão no Twitter, bem me parecia #filadafrente 😜",😜(1),Não-PRU,,,Twitter for Android
268,Wed Mar 20 04:35:30 +0000 2019,1108225530262892544,"Eu quero apagar todas as fts do twitter, mais n sei como 🤦",🤦(1),PRU,Dúvida,Negativa,Twitter for Android
269,Wed Mar 20 02:31:47 +0000 2019,1108194392580472832,"Boa noite Twitter mais um dia se encerra, td palmeado 🙏🏻🙏🏻🙏🏻",🙏(3),Não-PRU,,,Twitter for iPhone
270,Wed Mar 20 00:00:06 +0000 2019,1108156219968159746,"Sexta feira tem SEX QUESTION no sexshop! E aí, já segue a gente no twitter? Bem vinde. ♥ — Claro anjos, como nao s… {URL}",♥(1),Não-PRU,,,Twitter for Device not cataloged
271,Tue Mar 19 23:50:38 +0000 2019,1108153841214722049,"Desativando twitter, Facebook, Instagram só WhatsApp 🙏",🙏(1),PRU,,,Twitter for Android
272,Tue Mar 19 23:01:09 +0000 2019,1108141386984013824,O PORTAL DO INFERNO - LENDA URBANA 😈🎥🤡#BBB19 #G1 #Hallowen #Instagram #Terror #YouTube #Twitter #Facebook… {URL},😈(1)🎥(1)🤡(1),Não-PRU,,,Twitter for Android
273,Tue Mar 19 22:52:30 +0000 2019,1108139209796272128,O PORTAL DO INFERNO - LENDA URBANA 😈🎥🤡#BBB19 #G1 #Carnaval2019 #ForaDanrley #RedeBBB #BolsonaroOrgulhaOBrasil… {URL},😈(1)🎥(1)🤡(1),Não-PRU,,,Twitter for Android
274,Tue Mar 19 22:02:36 +0000 2019,1108126653123842048,{User} Vamo vaza do Twitter gente ! Vejo vcs no Gshow beijos💋 kkk,💋(1),Não-PRU,,,Twitter for iPhone
275,Tue Mar 19 21:30:11 +0000 2019,1108118494820909058,[19/3 18:26]💕: Ou qual teu twitter ☺[19/3 18:27] Anelise Ximenes: Vc tem?🌚[19/3 18:27]💕: Eu tinha twitter mais so… {URL},💕(2)☺(1)🌚(1),Não-PRU,,,Twitter for Android
276,Tue Mar 19 20:24:32 +0000 2019,1108101973717454849,Que patifaria é essa do Twitter ter stories agora 🤦🏽‍♀️,🤦(1)♀(1),PRU,Crítica,Negativa,Twitter Web App
277,Tue Mar 19 17:49:35 +0000 2019,1108062976425291776,{User} 🙈🙈🙈 graças a Deus ele não tem Twitter mais kkkk,🙈(3),Não-PRU,,,Twitter for iPhone
278,Tue Mar 19 16:16:56 +0000 2019,1108039660775919616,MOTOVELOCIDADE 🏍🌪 | Piloto de Ribeirão Preto está de olho no título da temporada 2019 do SuperBike.🔶 Leia em… {URL},🏍(1)🌪(1)🔶(1),Não-PRU,,,Twitter for Android
279,Tue Mar 19 14:18:54 +0000 2019,1108009957725745153,ATÉ QUE ENFIM {User} FEZ UM TWITTER! Bem vinda ♥️ {URL},♥(1),Não-PRU,,,Twitter for Android
280,Tue Mar 19 11:49:10 +0000 2019,1107972276748779520,Ai abro o twitter bem na hora que a minha chefe passa atrás de mim e só da as putarias diárias 😧😧,😧(2),Não-PRU,,,Twitter for Android
281,Tue Mar 19 10:16:58 +0000 2019,1107949075289333761,"BoM Dia Pra Vcs Que Eu Tenho No Twitter, Mais Nunca Falaram Cmg!😊😘",😊(1)😘(1),Não-PRU,,,Twitter for Android
282,Tue Mar 19 03:04:26 +0000 2019,1107840225101910016,Ahhh que saudades desse Twitter gente não consigo ficar muito tempo sem a terra dos memes 😂😂😂,😂(3),Não-PRU,,,Twitter for iPhone
283,Tue Mar 19 02:57:04 +0000 2019,1107838370682675200,{User} Ele n tem nem Twitter mais? 😨😨😨😨😨😨😨😨😨,😨(9),Não-PRU,,,Twitter for iPhone
284,Tue Mar 19 02:16:16 +0000 2019,1107828102913249283,{User} Os caras tava zuando  ak no twitter Bem que comentamos que a extrema imprensa ia divulgar...😂😂😂😂,😂(4),Não-PRU,,,Twitter for Android
